,translation,reol,Act,Chapter,type,code
19308,虽然按目前的讨论结果，推定死亡时间可能是发现尸体40分钟前……但我在30分钟前还和梅露露通过话——,ema,02,01,Trial,08
19309,那时，梅露露在电话里说……【自己在医务室被希罗袭击了】。,ema,02,01,Trial,08
19310,起初……我以为这只是一场误会。,ema,02,01,Trial,08
19311,所以，你才一直没有说出这件事……？,miria,02,01,Trial,08
19312,嗯，我在想，或许和大家一起讨论过之后……就能得出不同的结论了……,ema,02,01,Trial,08
19313,结果，我还是觉得必须把梅露露留下的遗言告诉大家才行……,ema,02,01,Trial,08
19314,可是，我又没办法完全怀疑希罗……,ema,02,01,Trial,08
19315,我……我真的完全不知道该怎么办才好了……,ema,02,01,Trial,08
19316,所以，我才会……,ema,02,01,Trial,08
19317,……那是在撒谎吧。,hiro,02,01,Trial,08
19318,怎、怎么会……！我怎么可能会撒谎……！,ema,02,01,Trial,08
19319,要听别人把话说完。难道你是那种一看到人就乱叫的笨狗吗？,hiro,02,01,Trial,08
19320,呀……！？,ema,02,01,Trial,08
19321,艾玛，假设你没有撒谎……,hiro,02,01,Trial,08
19322,那么，有没有可能是梅露露在撒谎呢？,hiro,02,01,Trial,08
19323,梅、梅露露……在撒谎？,ema,02,01,Trial,08
19324,……哦？这倒是一个全新的视角呢。,leia,02,01,Trial,08
19325,这、这怎么可能……！虽然，也不是完全不可能……,ema,02,01,Trial,08
19326,可、可是梅露露她为什么要撒这种谎呢！？,hanna,02,01,Trial,08
19327,（……回想一下蕾雅的证词吧）,hiro,02,01,Trial,08
19328,（蕾雅听到了【40分钟前的玻璃破碎声】……如果将那个声音出现的时间认定为作案时间，那么艾玛和梅露露之间的通话……【就绝不可能发生】）,hiro,02,01,Trial,08
19329,（但是，梅露露和艾玛之间的通话，却是真实发生过的。那么，能解释这个情况的可能性是……？）,hiro,02,01,Trial,08
19330,梅露露在自导自演,@choice |#0201Trial08_Choice005|,02,01,Trial,08
19331,通话内容是录音,@choice |#0201Trial08_Choice006|,02,01,Trial,08
19332,有人冒充梅露露,@choice |#0201Trial08_Choice007|,02,01,Trial,08
19333,……这是一场由梅露露自导自演的戏。,hiro,02,01,Trial,08
19334,你、你的意思是……！？,ema,02,01,Trial,08
19335,道理很简单。,hiro,02,01,Trial,08
19336,梅露露为了让我背上凶手的黑锅，特意给艾玛打了一个虚假的电话。,hiro,02,01,Trial,08
19337,然后，她亲手用剑贯穿了自己的身体……死去了。,hiro,02,01,Trial,08
19338,……毕竟梅露露身为幕后黑手，能搞到【杀死魔女的药】也并不奇怪。,hiro,02,01,Trial,08
19339,怎么会，为什么她要这么做……？,ema,02,01,Trial,08
19340,（动机还不清楚……）,hiro,02,01,Trial,08
19341,（但是，如果将这一切都认定为自杀的话，那么梅露露为什么要打昏我，也就说得通了——）,hiro,02,01,Trial,08
19342,等一下，希罗！,leia,02,01,Trial,08
19343,请你回想一下凶器——就是那把剑。她根本不可能用剑多次贯穿自己的身体，难道不是吗。,leia,02,01,Trial,08
19344,确实，尸体上有多次刺伤的痕迹……！,miria,02,01,Trial,08
19345,就算她是不死之身的魔女，也应该会选择一种更容易死亡的方法吧？,leia,02,01,Trial,08
19346,请修正一下你的推理方向吧，希罗！,leia,02,01,Trial,08
19347,（……蕾雅说得的确有一定道理）,hiro,02,01,Trial,08
19348,（只不过，我还是认为【与梅露露的通话内容充满了疑点】）,hiro,02,01,Trial,08
19349,（我袭击她的说法……只可能是凭空捏造的）,hiro,02,01,Trial,08
19350,（而且，她和艾玛的通话发生在【梅露露不可能打电话的时间段】）,hiro,02,01,Trial,08
19351,（也就是说，那通电话——是【某个冒充梅露露的人】的手笔……！）,hiro,02,01,Trial,08
19352,艾玛听到的声音……是录音。,hiro,02,01,Trial,08
19353,艾玛其实是在和预先录制好的梅露露的声音对话。,hiro,02,01,Trial,08
19354,怎么会……？怎么可能提前录制好那样的内容……？,ema,02,01,Trial,08
19355,而且，梅露露的声音……听起来真的非常害怕——！,ema,02,01,Trial,08
19356,不是正好有这么一个人选吗……就是那种看起来很擅长这种演技指导的【演员】。,hiro,02,01,Trial,08
19357,…………你是在说我吗？,leia,02,01,Trial,08
19358,没错，就是你，蕾雅。是你事先录制了梅露露感到害怕的声音。,hiro,02,01,Trial,08
19359,你甚至还非常贴心地准备好了台词。,hiro,02,01,Trial,08
19360,比如说，“我想录一段配音剧，在可可的直播里面播出”……难道你不是找了这样的理由骗她录音吗？,hiro,02,01,Trial,08
19361,……然后，在和艾玛通话的时候，你播放了其中一部分的录音。这样一来，一切就都能解释得通了。,hiro,02,01,Trial,08
19362,…………呵呵。,leia,02,01,Trial,08
19363,不错啊……真是非常精彩的剧本。你要不要考虑下改行当小说家呀，侦探小姐。,leia,02,01,Trial,08
19364,怎么会……蕾雅，难道你真的……！？,hanna,02,01,Trial,08
19365,不不不不不。,coco,02,01,Trial,08
19366,我们从发现尸体前一个小时开始就一直待在一起，期间谁都没离开过座位啊。,coco,02,01,Trial,08
19367,艾玛亲和小梅通话，是在40分钟前，没错吧？,coco,02,01,Trial,08
19368,假设小蕾伪造了推定死亡时间，把小梅杀了……,miria,02,01,Trial,08
19369,我也觉得，小蕾根本没有机会在和小艾通话的时候播放录音呢～……,miria,02,01,Trial,08
19370,听起来确实不太可能～,noa,02,01,Trial,08
19371,…………呵，我只是早就想说说看了。,leia,02,01,Trial,08
19372,说一次那种凶手会说的台词！！,leia,02,01,Trial,08
19373,请不要在那里捣乱了好吗！！,hanna,02,01,Trial,08
19374,总之，我既不可能犯案，也不可能动手脚。,leia,02,01,Trial,08
19375,明白了吗，希罗。,leia,02,01,Trial,08
19376,（看来，蕾雅不可能进行伪装……）,hiro,02,01,Trial,08
19377,（只不过，我还是认为【与梅露露的通话内容充满了疑点】）,hiro,02,01,Trial,08
19378,（我袭击她的说法……只可能是凭空捏造的）,hiro,02,01,Trial,08
19379,（而且，她和艾玛的通话发生在【梅露露不可能打电话的时间段】）,hiro,02,01,Trial,08
19380,（也就是说，那通电话——是【某个冒充梅露露的人】的手笔……！）,hiro,02,01,Trial,08
19381,（……如果艾玛说的是实话，那就意味着，当时应该已经死亡的梅露露，竟然还在和她通话）,hiro,02,01,Trial,08
19382,（如果真是这样的话，那和艾玛通话的人，就应该是【另一个人】）,hiro,02,01,Trial,08
19383,（要说谁有办法冒充他人身份……我只能想到一个人）,hiro,02,01,Trial,08
19384,（只是这么一来……艾玛就很有可能不是凶手）,hiro,02,01,Trial,08
19385,（……艾玛作案的可能性，和另有真凶的可能性……）,hiro,02,01,Trial,08
19386,（……姑且就试这么一次）,hiro,02,01,Trial,08
19387,（试着排除艾玛的嫌疑……）,hiro,02,01,Trial,08
19388,……原来如此。,hiro,02,01,Trial,08
19389,怎、怎么了……希罗……？,ema,02,01,Trial,08
19390,我知道凶手是谁了。,hiro,02,01,Trial,08
19391,欸？！这、这怎么可能……！我怎么可能会杀害梅露露……！,ema,02,01,Trial,08
19392,我没说是你。,hiro,02,01,Trial,08
19393,凶手另有其人。,hiro,02,01,Trial,08
19394,欸欸……！？,ema,02,01,Trial,08
19395,凶手给艾玛拨了电话，让她成为了虚假的证人。,hiro,02,01,Trial,08
19396,……目的就是让大家以为，梅露露在那个时间还活着。,hiro,02,01,Trial,08
19397,然后，再将罪名转嫁到我的头上。,hiro,02,01,Trial,08
19398,在我们之间有办法做到这件事的，只有一个人。而那个能够操纵死亡时间的凶手就是——,hiro,02,01,Trial,08
19399,……我收回我刚才说的话。,hiro,02,01,Trial,08
19400,看来凶手的确就是你……樱羽艾玛！,hiro,02,01,Trial,08
19401,欸欸！？,ema,02,01,Trial,08
19402,【你和梅露露通过电话】这份证词本身，就是为了要陷害我而精心编造的谎言。,hiro,02,01,Trial,08
19403,你在掌握了所有人的不在场证明之后，精准地锁定了【对我最不利的时间段】——,hiro,02,01,Trial,08
19404,然后，再谎称【在那个时间，你和梅露露通过了电话】，以此来指控我！,hiro,02,01,Trial,08
19405,小、小希……冷静一点，冷静一点好吗！,miria,02,01,Trial,08
19406,小梅死亡的时间，是小蕾听到玻璃破碎声的时候，也就是发现尸体的【40分钟之前】……,miria,02,01,Trial,08
19407,那时，小艾应该还在二楼，之后安安她们也目击到小艾下到了一楼，没错吧……？,miria,02,01,Trial,08
19408,这样看来，小艾根本没有机会接近案发现场，不是吗？,miria,02,01,Trial,08
19409,『当时艾玛和我们在一起』,anan,02,01,Trial,08
19410,虽然不知道之后艾玛去了哪里……,noa,02,01,Trial,08
19411,但是在艾玛接到电话的【30分钟前】的时间点，我们一直都待在一起哦。,noa,02,01,Trial,08
19412,……居然因掺杂私情而蒙蔽了双眼。,anan,02,01,Trial,08
19413,『真是愚蠢』,anan,02,01,Trial,08
19414,（……得先冷静下来才行）,hiro,02,01,Trial,08
19415,（以艾玛的证词可信为前提考虑……那么【和艾玛通话的人，就不是梅露露本人】）,hiro,02,01,Trial,08
19416,（这样一来，答案就只有一个了。凶手就是【能够冒充梅露露的人】……她就是——）,hiro,02,01,Trial,08
19417,冰上梅露露，她自己。,hiro,02,01,Trial,08
19418,欸……？可是，梅露露不是被害人吗……！？,ema,02,01,Trial,08
19419,没错，梅露露是被凶手刺伤了……然后在临死前，给艾玛拨了那通电话。,hiro,02,01,Trial,08
19420,虽然我还不知道她的动机，但她这么做，显然是为了将罪名转嫁到我的头上。,hiro,02,01,Trial,08
19421,……请等一下。,leia,02,01,Trial,08
19422,如果各位相信我听到的【玻璃破碎声】，那么梅露露遇害的时间，就应该是发现尸体的【40分钟之前】。,leia,02,01,Trial,08
19423,但是，艾玛和梅露露通电话的时间，却是在发现尸体的【30分钟之前】……,leia,02,01,Trial,08
19424,应该已经遇害的梅露露，怎么可能和艾玛进行通话呢？,leia,02,01,Trial,08
19425,……梅露露是魔女——她有着不死之身。,hiro,02,01,Trial,08
19426,虽然凶手使用了【杀死魔女的药】，但如果在30分钟前梅露露其实还没有死的话——,hiro,02,01,Trial,08
19427,——不，我觉得这是不可能的。,nanoka,02,01,Trial,08
19428,你看冰上梅露露的尸体，她的【喉咙被贯穿了】……,nanoka,02,01,Trial,08
19429,我不觉得她在喉咙被刺伤后还能讲电话。,nanoka,02,01,Trial,08
19430,好像还真是～,noa,02,01,Trial,08
19431,而且那也不大可能是后来才补刀的，恐怕那通电话真的不是梅露露本人打来的呢！,sherry,02,01,Trial,08
19432,（……看来，现在应该可以认定艾玛听到的梅露露的遗言是虚假的了。话说回来……）,hiro,02,01,Trial,08
19433,（以艾玛的证词可信为前提考虑……那么【和艾玛通话的人，就不是梅露露本人】）,hiro,02,01,Trial,08
19434,（这样一来，答案就只有一个了。凶手就是【能够冒充梅露露的人】……她就是——）,hiro,02,01,Trial,08
19435,要说谁是善于冒充他人的高手——,hiro,02,01,Trial,08
19436,那就只有舞台剧演员，莲见蕾雅……凶手就是你。,hiro,02,01,Trial,08
19437,……哦，真有意思。,leia,02,01,Trial,08
19438,我模仿梅露露给艾玛拨了那通电话……这就是你的结论吗？,leia,02,01,Trial,08
19439,……这根本不可能吧。,alisa,02,01,Trial,08
19440,哎呀？你可不能小瞧我的演技哦。,leia,02,01,Trial,08
19441,我现在就可以演示给你们看。不就是模仿梅露露罢了……！,leia,02,01,Trial,08
19442,不，我说的不是这个意思啦。,alisa,02,01,Trial,08
19443,你那时候不是有不在场证明吗？,alisa,02,01,Trial,08
19444,……啊！？,leia,02,01,Trial,08
19445,是啊……蕾雅从发现尸体1小时前开始，就一直跟我们待在一起。,hanna,02,01,Trial,08
19446,嗯，我觉得小蕾应该没有时间偷偷打电话哦……？,miria,02,01,Trial,08
19447,听你们这么说，好像确实没说错……,leia,02,01,Trial,08
19448,我无法实施伪装！……但是，你们千万不要误会了！,leia,02,01,Trial,08
19449,这仅仅说明，我在那个特定时间段做不到而已……,leia,02,01,Trial,08
19450,但模仿他人的演技并不难，我可以完美地表演给你们看！,leia,02,01,Trial,08
19451,（……为什么非要较这个劲……！）,hiro,02,01,Trial,08
19452,（以艾玛的证词可信为前提考虑……那么【和艾玛通话的人，就不是梅露露本人】）,hiro,02,01,Trial,08
19453,（这样一来，答案就只有一个了。凶手就是【能够冒充梅露露的人】……她就是——）,hiro,02,01,Trial,08
19454,希罗……她，不太可能冒充别人吧……？,ema,02,01,Trial,08
19455,（……重新再想想看吧）,hiro,02,01,Trial,08
19456,（以艾玛的证词可信为前提考虑……那么【和艾玛通话的人，就不是梅露露本人】）,hiro,02,01,Trial,08
19457,（这样一来，答案就只有一个了。凶手就是【能够冒充梅露露的人】……她就是——）,hiro,02,01,Trial,08
19458,我们毕竟才相识不久，艾玛听错电话那头的声音其实也很正常……,hiro,02,01,Trial,08
19459,但是，梅露露那种胆怯懦弱的说话方式，实在是太有特点了。,hiro,02,01,Trial,08
19460,就算不是面对面，只是通过电话对话，也很难听错她的声音。,hiro,02,01,Trial,08
19461,而且梅露露本人也没有理由要说谎，另外也很难相信艾玛是在跟一段事先录好的录音对话……,hiro,02,01,Trial,08
19462,……这么一来，能在电话里和艾玛对谈的人，只可能是那个人了。,hiro,02,01,Trial,08
19463,——那就是，能够完美模仿他人声带的魔法使用者。,hiro,02,01,Trial,08
19464,也就是……【模仿】魔法的使用者——,hiro,02,01,Trial,08
19465,…………！,ema,02,01,Trial,08
19466,——宝生玛格！你就是杀害梅露露的凶手！,hiro,02,01,Trial,08
19467,…………哦？,margo,02,01,Trial,08
19468,……真有意思，希罗。,margo,02,01,Trial,08
19469,只凭这种毫无根据的线索，就认定我是凶手？,margo,02,01,Trial,08
19470,我只不过是在陈述，经过层层推理最终得出的结论而已。,hiro,02,01,Trial,08
19471,想反驳的话，我洗耳恭听。,hiro,02,01,Trial,08
19472,……好吧。既然如此，那我就说几句。,margo,02,01,Trial,08
19473,你的推理，绝大部分都是建立在其他人的证词之上的，对吧？,margo,02,01,Trial,08
19474,那你凭什么能这么自信地断言呢？,margo,02,01,Trial,08
19475,有可能单纯只是艾玛撒谎骗你而已，你不觉得吗？而目的就是为了陷害你……,margo,02,01,Trial,08
19476,还是说……【因为她是朋友你才相信她】吗？,margo,02,01,Trial,08
19477,——怎么会。,hiro,02,01,Trial,08
19478,那是绝对不可能的。,hiro,02,01,Trial,08
19479,欸……,ema,02,01,Trial,08
19480,这只不过是单纯的逻辑推理……不多一分，不少一毫。,hiro,02,01,Trial,08
19481,我所做的一切，都只是为了追寻真相。,hiro,02,01,Trial,08
19482,而且……逻辑也在告诉我，凶手就是你。,hiro,02,01,Trial,08
19483,……哼？,margo,02,01,Trial,08
19484,你的主张……其实是【虚假】的，没错吧？希罗。,margo,02,01,Trial,08
19485,…………！,hiro,02,01,Trial,08
19486,你没有任何确凿的证据能够证明我就是凶手，不是吗？,margo,02,01,Trial,08
19487,你所谓的推理，不过是为了逃避对自己的刑罚，而在仓皇之间拼凑出来的挣扎之词……,margo,02,01,Trial,08
19488,不过是在众人间播撒怀疑，令所有人彼此猜忌的流言蜚语罢了……,margo,02,01,Trial,08
19489,我懂你哦。因为这种手段我也很擅长呢♡,margo,02,01,Trial,08
19490,（玛格的这番话……如果要用“黑”或“白”来评价，毫无疑问她【黑】透了）,hiro,02,01,Trial,08
19491,（就算玛格真的冒充了梅露露的声音，也没法直接认定她就是凶手。……只不过）,hiro,02,01,Trial,08
19492,（如果不采取行动，我很快就会以最大嫌疑人的身份被处决了）,hiro,02,01,Trial,08
19493,（因此在这种情况下，想要将真凶送上处刑台，我要做的不是证明自身的清白，而是必须证明其他人的嫌疑，对这个人发起进攻）,hiro,02,01,Trial,08
19494,（这才是【正确】的战斗方式）,hiro,02,01,Trial,08
19495,（当然……如果把这个想法直接说出去，那就太蠢了。这不是正确的辩论策略）,hiro,02,01,Trial,08
19496,（你的挑衅对我无效，玛格）,hiro,02,01,Trial,08
19497,玛格，你究竟想说什么呢？看你一直没提出反驳，也就是说你默认一切属实咯？,hiro,02,01,Trial,08
19498,呵呵，怎么可能。没这回事。,margo,02,01,Trial,08
19499,只是，你这种说法实在是荒谬绝伦……害我忍不住笑出声罢了。,margo,02,01,Trial,08
19500,因为，我根本就不可能作案。,margo,02,01,Trial,08
19501,……那，就请你告诉我吧。,hiro,02,01,Trial,08
19502,告诉我你打算怎样从被逼入绝境的局面中成功脱身吧。,hiro,02,01,Trial,08
19503,……好啊，当然可以。,margo,02,01,Trial,08
19504,因为我从一开始，就没有被逼入绝境呢。,margo,02,01,Trial,08
19505,我并不是凶手……这一点，我会让你的每一根骨头都深深体会到♡,margo,02,01,Trial,08
19506,刚才我们也讨论过，现场的地板上涂有白色的颜料。,margo,02,01,Trial,09
19507,这是诺亚你弄的，没错吧？,margo,02,01,Trial,09
19508,嗯，没错哦～,noa,02,01,Trial,09
19509,案件发生的时候，颜料应该还没有干透。这一点大家都确认过了。,leia,02,01,Trial,09
19510,那么……凶手如果踏入了现场，就肯定会留下痕迹。,margo,02,01,Trial,09
19511,确实是这样没错！,sherry,02,01,Trial,09
19512,"但是，现场只留下了希罗和<link=""Objection_02_01_09_01"">梅露露的脚印</link>。那里并没有其他脚印，也没有<link=""Objection_02_01_09_02"">可以用作落脚点的东西</link>……",margo,02,01,Trial,09
19513,所以说，我根本就不可能作案。,margo,02,01,Trial,09
19514,只有跟她在一起的希罗……或者会飞的汉娜才有办法作案哦。,margo,02,01,Trial,09
19515,（如果艾玛没有撒谎，那就意味着现在撒谎的人是玛格……）,hiro,02,01,Trial,09
19516,（虽然我还没有完全排除对艾玛的怀疑，但无论谁是凶手，这个问题都必须解决）,hiro,02,01,Trial,09
19517,（【没有留下任何脚印的房间】……凶手一定有突破这个密室的方法）,hiro,02,01,Trial,09
19518,（反过来说……如果凶手是玛格的话，就意味着她不可能像汉娜那样，利用魔法突破密室）,hiro,02,01,Trial,09
19519,（现场是否还存在遗漏……再重新确认一遍看看吧！）,hiro,02,01,Trial,09
19520,使用了梅露露的鞋子,hiro,02,01,Trial,09
19521,进入时踩着梅露露的脚印,hiro,02,01,Trial,09
19522,返回,hiro,02,01,Trial,09
19523,有其他落脚点,hiro,02,01,Trial,09
19524,只要有梅露露的脚印，就已经足够了。,hiro,02,01,Trial,09
19525,玛格，你是利用梅露露的鞋子踏入凶案现场的。,hiro,02,01,Trial,09
19526,但、但是这究竟要怎么做到……？发现尸体的时候，小梅不是穿着鞋子的吗……？,miria,02,01,Trial,09
19527,凶手先穿上梅露露的鞋子，然后把事先弄晕的梅露露转移到现场并杀害……,hiro,02,01,Trial,09
19528,之后，凶手再把鞋子穿回梅露露身上，这么一来，犯罪现场就只会留下梅露露自己的脚印了。,hiro,02,01,Trial,09
19529,情况真是这样吗？,margo,02,01,Trial,09
19530,你根本没考虑到折返时的足迹吧？,margo,02,01,Trial,09
19531,脚印呢，无论是进场时还是折返时都会留下的哦？,margo,02,01,Trial,09
19532,啊……确实是。,miria,02,01,Trial,09
19533,你的推理太过牵强了，希罗。就算你再怎么不想被处决……也不该胡搅蛮缠的，对吧？,margo,02,01,Trial,09
19534,不要再找蹩脚的借口了，好吗♡,margo,02,01,Trial,09
19535,（被说成是找借口了……）,hiro,02,01,Trial,09
19536,（但现在最可疑的人就是玛格）,hiro,02,01,Trial,09
19537,（存不存在某样东西……可以让她不留足迹进入现场呢？）,hiro,02,01,Trial,09
19538,……玛格她是踩着梅露露走过的足迹进入现场的。,hiro,02,01,Trial,09
19539,然后在杀害梅露露之后，再小心翼翼地，只踩着那些脚印离开现场就行了。,hiro,02,01,Trial,09
19540,……这不太合理吧。,leia,02,01,Trial,09
19541,凶手需要一步不动地将受害者乱剑刺死，我觉得这非常难以实现……,leia,02,01,Trial,09
19542,是啊……而且现场的颜料还没干——,margo,02,01,Trial,09
19543,如果凶手踩在脚印之上的话，应该会留下【再次踩踏过的痕迹】才对，不是吗？,margo,02,01,Trial,09
19544,好像……并没有这种痕迹。,miria,02,01,Trial,09
19545,到头来，我确实不具备作案条件。,margo,02,01,Trial,09
19546,要以现场脚印去判断，最可疑的就是希罗……就是你哦♡,margo,02,01,Trial,09
19547,（……结果反而加深了我的嫌疑）,hiro,02,01,Trial,09
19548,（但现在最可疑的人就是玛格）,hiro,02,01,Trial,09
19549,（存不存在某样东西……可以让她不留足迹进入现场呢？）,hiro,02,01,Trial,09
19550,你说现场没有落脚点……？,hiro,02,01,Trial,09
19551,哎，我眼睛可没那么瞎，凭一两句话就能让你蒙混过去了。,hiro,02,01,Trial,09
19552,你说对吧，蕾雅。,hiro,02,01,Trial,09
19553,欸！？啊、啊……啊啊……是啊……应、应该没错……,leia,02,01,Trial,09
19554,……你这个领袖真是靠不住。,hiro,02,01,Trial,09
19555,明明你们在发现尸体的时候，早就看见现场的落脚点了。,hiro,02,01,Trial,09
19556,那，你能指出来吗……！希罗……！,leia,02,01,Trial,09
19557,指出凶手是如何在不留脚印的情况下进入房间的！,leia,02,01,Trial,09
19558,当然可以。,hiro,02,01,Trial,09
19559,这应该需要一定的身手才能用得上……不过凶手所利用的落脚点……就是这个！,hiro,02,01,Trial,09
19560,凶手是一边踩着梅露露，一边把她乱剑刺死的。,hiro,02,01,Trial,09
19561,呵呵，这可说不通哦。,margo,02,01,Trial,09
19562,梅露露她是被刺伤后才倒在地上的吧？要怎么把她当作落脚点呢，连顺序都是反过来的。,margo,02,01,Trial,09
19563,……而且从尸体和入口的距离来看，要出现在那个位置，得一口气跳到冰上梅露露的身上才行……,nanoka,02,01,Trial,09
19564,我觉得这不太现实。,nanoka,02,01,Trial,09
19565,你的推理就跟杂技一样乱来哇！,hanna,02,01,Trial,09
19566,（看来我是有些异想天开了……）,hiro,02,01,Trial,09
19567,（……再重新回想一下现场的情况吧）,hiro,02,01,Trial,09
19568,（现场应该存在可以作为【落脚点】的东西……！）,hiro,02,01,Trial,09
19569,安眠药瓶……凶手就是用这个当落脚点的！所以瓶子才会被踩碎——,hiro,02,01,Trial,09
19570,那也太小了。,alisa,02,01,Trial,09
19571,而且还碎掉了。瓶子碎了的话，脚不就直接着地了吗。,alisa,02,01,Trial,09
19572,话说回来，有可能站在那上面乱剑捅小梅吗？身子不会左摇右晃吗？,coco,02,01,Trial,09
19573,就算有【一定的身手】也不可能做到的啦。,alisa,02,01,Trial,09
19574,（看来这个推理有些牵强了……）,hiro,02,01,Trial,09
19575,（……再重新回想一下现场的情况吧）,hiro,02,01,Trial,09
19576,（现场应该存在可以作为【落脚点】的东西……！）,hiro,02,01,Trial,09
19577,希罗……那东西好像没法用来当落脚点啊……？,leia,02,01,Trial,09
19578,（看来这个东西不太适合用作落脚点……）,hiro,02,01,Trial,09
19579,（……再重新回想一下现场的情况吧）,hiro,02,01,Trial,09
19580,（现场应该存在可以作为【落脚点】的东西……！）,hiro,02,01,Trial,09
19581,那是……！,ema,02,01,Trial,09
19582,……唉，真没想到会被迫解释这么丢脸的事情。,hiro,02,01,Trial,09
19583,凶手所利用的落脚点就是——,hiro,02,01,Trial,09
19584,【倒在现场的我的身体】。,hiro,02,01,Trial,09
19585,把希罗……当成踏板了！？,leia,02,01,Trial,09
19586,在你们看来，我就是【杀了梅露露之后才倒在现场的凶手】……,hiro,02,01,Trial,09
19587,而正因为你们先入为主地认定我是凶手，所以才没有注意到，犯人把我当成了落脚点。,hiro,02,01,Trial,09
19588,……不过你们搞错时间顺序了。,hiro,02,01,Trial,09
19589,最先倒在现场的人是我。之后，梅露露才进入房间……,hiro,02,01,Trial,09
19590,也就是说，打从一开始我这个落脚点就存在于梅露露身旁了。,hiro,02,01,Trial,09
19591,那，凶手究竟是怎样杀害梅露露的呢？,noa,02,01,Trial,09
19592,首先，凶手为了接近进入房间的梅露露，先是跳到我身上……,hiro,02,01,Trial,09
19593,然后立刻刺杀了梅露露。,hiro,02,01,Trial,09
19594,凶手又朝着倒地的梅露露捅了很多剑……,hiro,02,01,Trial,09
19595,之后再次跳到我身上，小心不留下脚印地离开了房间。,hiro,02,01,Trial,09
19596,如果将昏迷的我作为踏板起跳，那么在不留下脚印的情况下杀死梅露露是完全有可能的。,hiro,02,01,Trial,09
19597,……如果按立定跳远来推测的话，我觉得可行。这个距离实际上并不夸张。,nanoka,02,01,Trial,09
19598,可、可是……！凶手真的会这么做吗……！,miria,02,01,Trial,09
19599,我记得现场并没有留下那样的证据……！,miria,02,01,Trial,09
19600,【实际上有没有做】并不重要。重要的是【理论上能不能做到】。,hiro,02,01,Trial,09
19601,只要作案手法在理论上是成立的，那就值得我们认真探讨。,hiro,02,01,Trial,09
19602,原来如此……你真可怕，希罗。,margo,02,01,Trial,09
19603,我想，只要被你缠上……就算是清白的人也会被你定罪呢。,margo,02,01,Trial,09
19604,这句话我原封不动地还给你。,hiro,02,01,Trial,09
19605,你的诡辩……对我无效。,hiro,02,01,Trial,09
19606,…………,margo,02,01,Trial,09
19607,…………,hiro,02,01,Trial,09
19608,等、等一下！冷静下……大家冷静点讨论好不好！,miria,02,01,Trial,09
19609,大、大叔我理解小希你为什么怀疑小玛，可是小玛不是有不在场证明吗？,miria,02,01,Trial,09
19610,不，那早就不再成立了。,hiro,02,01,Trial,09
19611,你们在发现尸体前不久听到的【玻璃碎裂声】……那其实是伪装。,hiro,02,01,Trial,09
19612,真正的作案时间是【发现尸体的40分钟前】……也就是蕾雅听到玻璃碎裂声的时候。,hiro,02,01,Trial,09
19613,是这个作案时间的话，玛格就根本没有不在场证明。,hiro,02,01,Trial,09
19614,……那时候我的确是一个人独处。,margo,02,01,Trial,09
19615,之后我才在会客厅和奈叶香她们会合。的确没有人能为我提供不在场证明呢。,margo,02,01,Trial,09
19616,是、是这样啊……,miria,02,01,Trial,09
19617,不过……按照希罗的推理，如果我是凶手，那就有一个地方是说不通的哦。,margo,02,01,Trial,09
19618,那就是……【梅露露的手机】的去向。,margo,02,01,Trial,09
19619,什么……？,hiro,02,01,Trial,09
19620,……我按顺序说明一下吧。,margo,02,01,Trial,09
19621,根据希罗的推理，【即将发现尸体时听到的玻璃声】是伪造的录音，没错吧？,margo,02,01,Trial,10
19622,那么这段录音理应存在于现场的【梅露露的手机】里。,margo,02,01,Trial,10
19623,毕竟现场也没有其他播放设备了吧？,margo,02,01,Trial,10
19624,可是，这就说不通了。,margo,02,01,Trial,10
19625,我在会客厅和艾玛汇合之后，就一直和奈叶香在一起。,margo,02,01,Trial,10
19626,艾玛她作证说她之前刚刚和梅露露通过电话……,margo,02,01,Trial,10
19627,假如用梅露露的手机给艾玛打电话的人是我，那么梅露露的手机从那时起就一直在我手里才对，不是吗？,margo,02,01,Trial,10
19628,……至少，宝生玛格没有靠近过案发现场。,nanoka,02,01,Trial,10
19629,请你说说看，我到底要怎样播放【从案发现场传来的录音】的呢？,margo,02,01,Trial,10
19630,如果手机在我身上，那声音就应该从我身上传出来才对，不是吗？,margo,02,01,Trial,10
19631,"在玻璃声响起时，宝生玛格正在<link=""Objection_02_01_10_01"">按</link>自己的手机。",nanoka,02,01,Trial,10
19632,不过，她一步都没有靠近过案发现场……,nanoka,02,01,Trial,10
19633,"再说了，听到声音的人有6个人，并且所有人都作证了，发现尸体时的那道玻璃破碎声【是从<link=""Objection_02_01_10_02"">案发现场</link>方向传来的】哦？",margo,02,01,Trial,10
19634,"请说说看，在现场响起的究竟是<link=""Objection_02_01_10_03"">什么声音</link>呢？",margo,02,01,Trial,10
19635,如果你硬要说是我做了伪装……那你就反驳看看好了，怎样？,margo,02,01,Trial,10
19636,【如果你做得到的话】……♡,margo,02,01,Trial,10
19637,（玛格明摆着在挑衅……看来她的发言中埋藏着好几个【陷阱】）,hiro,02,01,Trial,10
19638,（我是应该谨慎地避开呢……还是故意踩进去，观察她的反应呢……）,hiro,02,01,Trial,10
19639,（无论如何，我都不会放过她……！）,hiro,02,01,Trial,10
19640,当时在做什么？,hiro,02,01,Trial,10
19641,返回,hiro,02,01,Trial,10
